src,alt,filename,full_url
//upload.wikimedia.org/wikipedia/commons/thumb/a/af/Chair_of_Reniseneb_MET_DT536.jpg/114px-Chair_of_Reniseneb_MET_DT536.jpg,,114px-Chair_of_Reniseneb_MET_DT536.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Chair_of_Reniseneb_MET_DT536.jpg/114px-Chair_of_Reniseneb_MET_DT536.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Brasero_de_Pompeya.jpg/95px-Brasero_de_Pompeya.jpg,,95px-Brasero_de_Pompeya.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Brasero_de_Pompeya.jpg/95px-Brasero_de_Pompeya.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Fall-Front_Cabinet_LACMA_M.2007.56_%281_of_22%29.jpg/159px-Fall-Front_Cabinet_LACMA_M.2007.56_%281_of_22%29.jpg,,159px-Fall-Front_Cabinet_LACMA_M.2007.56_%281_of_22%29.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Fall-Front_Cabinet_LACMA_M.2007.56_%281_of_22%29.jpg/159px-Fall-Front_Cabinet_LACMA_M.2007.56_%281_of_22%29.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Low-back_armchair%2C_China%2C_late_Ming_to_Qing_dynasty%2C_late_16th-18th_century_AD%2C_huanghuali_rosewood_-_Arthur_M._Sackler_Gallery_-_DSC05918.JPG/88px-Low-back_armchair%2C_China%2C_late_Ming_to_Qing_dynasty%2C_late_16th-18th_century_AD%2C_huanghuali_rosewood_-_Arthur_M._Sackler_Gallery_-_DSC05918.JPG,. Bench,88px-Low-back_armchair%2C_China%2C_late_Ming_to_Qing_dynasty%2C_late_16th-18th_century_AD%2C_huanghuali_rosewood_-_Arthur_M._Sackler_Gallery_-_DSC05918.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Low-back_armchair%2C_China%2C_late_Ming_to_Qing_dynasty%2C_late_16th-18th_century_AD%2C_huanghuali_rosewood_-_Arthur_M._Sackler_Gallery_-_DSC05918.JPG/88px-Low-back_armchair%2C_China%2C_late_Ming_to_Qing_dynasty%2C_late_16th-18th_century_AD%2C_huanghuali_rosewood_-_Arthur_M._Sackler_Gallery_-_DSC05918.JPG
//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Byzantine_-_Casket_with_Images_of_Cupids_-_Walters_71298_-_Three_Quarter.jpg/133px-Byzantine_-_Casket_with_Images_of_Cupids_-_Walters_71298_-_Three_Quarter.jpg,,133px-Byzantine_-_Casket_with_Images_of_Cupids_-_Walters_71298_-_Three_Quarter.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Byzantine_-_Casket_with_Images_of_Cupids_-_Walters_71298_-_Three_Quarter.jpg/133px-Byzantine_-_Casket_with_Images_of_Cupids_-_Walters_71298_-_Three_Quarter.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Furniture_fragment_Louvre_AD7673.jpg/198px-Furniture_fragment_Louvre_AD7673.jpg,,198px-Furniture_fragment_Louvre_AD7673.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Furniture_fragment_Louvre_AD7673.jpg/198px-Furniture_fragment_Louvre_AD7673.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Chest_MET_sf57-144-3s4.jpg/119px-Chest_MET_sf57-144-3s4.jpg,,119px-Chest_MET_sf57-144-3s4.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Chest_MET_sf57-144-3s4.jpg/119px-Chest_MET_sf57-144-3s4.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/9/90/Analogion_Inv._No._11162.jpg/63px-Analogion_Inv._No._11162.jpg,,63px-Analogion_Inv._No._11162.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Analogion_Inv._No._11162.jpg/63px-Analogion_Inv._No._11162.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/4/44/Armoire_%C3%A0_deux_corps_%28Louvre%2C_MRR_61%29.jpg/74px-Armoire_%C3%A0_deux_corps_%28Louvre%2C_MRR_61%29.jpg,,74px-Armoire_%C3%A0_deux_corps_%28Louvre%2C_MRR_61%29.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Armoire_%C3%A0_deux_corps_%28Louvre%2C_MRR_61%29.jpg/74px-Armoire_%C3%A0_deux_corps_%28Louvre%2C_MRR_61%29.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Beautiful_Baroque_gilded_table_from_the_Cinquantenaire_Museum_%28Bruxelles%2C_Belgium%29.jpg/149px-Beautiful_Baroque_gilded_table_from_the_Cinquantenaire_Museum_%28Bruxelles%2C_Belgium%29.jpg,,149px-Beautiful_Baroque_gilded_table_from_the_Cinquantenaire_Museum_%28Bruxelles%2C_Belgium%29.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Beautiful_Baroque_gilded_table_from_the_Cinquantenaire_Museum_%28Bruxelles%2C_Belgium%29.jpg/149px-Beautiful_Baroque_gilded_table_from_the_Cinquantenaire_Museum_%28Bruxelles%2C_Belgium%29.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Charles_Cressent%2C_Chest_of_drawers%2C_c._1730_at_Waddesdon_Manor.jpg/158px-Charles_Cressent%2C_Chest_of_drawers%2C_c._1730_at_Waddesdon_Manor.jpg,. Potted Plant,158px-Charles_Cressent%2C_Chest_of_drawers%2C_c._1730_at_Waddesdon_Manor.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Charles_Cressent%2C_Chest_of_drawers%2C_c._1730_at_Waddesdon_Manor.jpg/158px-Charles_Cressent%2C_Chest_of_drawers%2C_c._1730_at_Waddesdon_Manor.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/8/88/Fauteuil_Georges_Jacob_Cabinet_dore_Reine_Versailles.jpg/133px-Fauteuil_Georges_Jacob_Cabinet_dore_Reine_Versailles.jpg,. Chair. Toilet,133px-Fauteuil_Georges_Jacob_Cabinet_dore_Reine_Versailles.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Fauteuil_Georges_Jacob_Cabinet_dore_Reine_Versailles.jpg/133px-Fauteuil_Georges_Jacob_Cabinet_dore_Reine_Versailles.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Secretary%2C_France%2C_1804-1814%2C_amboyna_wood_veneered_on_pine%2C_gilt-bronze_mounts%2C_23.147.1_-_Metropolitan_Museum_of_Art_-_New_York_City_-_DSC07689_%28cropped_and_fixed_angles%29.jpg/105px-thumbnail.jpg,,105px-thumbnail.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Secretary%2C_France%2C_1804-1814%2C_amboyna_wood_veneered_on_pine%2C_gilt-bronze_mounts%2C_23.147.1_-_Metropolitan_Museum_of_Art_-_New_York_City_-_DSC07689_%28cropped_and_fixed_angles%29.jpg/105px-thumbnail.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/6/69/Fauteuil_a_joues_Armchair_-_George_Severeanu_Museum.jpg/142px-Fauteuil_a_joues_Armchair_-_George_Severeanu_Museum.jpg,,142px-Fauteuil_a_joues_Armchair_-_George_Severeanu_Museum.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Fauteuil_a_joues_Armchair_-_George_Severeanu_Museum.jpg/142px-Fauteuil_a_joues_Armchair_-_George_Severeanu_Museum.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Family_dining_room_vitrine%2C_designed_by_Eugene_Gaillard%2C_maker_unknown%2C_Paris%2C_1899-1900_-_Br%C3%B6han_Museum%2C_Berlin_-_DSC03914.JPG/109px-Family_dining_room_vitrine%2C_designed_by_Eugene_Gaillard%2C_maker_unknown%2C_Paris%2C_1899-1900_-_Br%C3%B6han_Museum%2C_Berlin_-_DSC03914.JPG,,109px-Family_dining_room_vitrine%2C_designed_by_Eugene_Gaillard%2C_maker_unknown%2C_Paris%2C_1899-1900_-_Br%C3%B6han_Museum%2C_Berlin_-_DSC03914.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Family_dining_room_vitrine%2C_designed_by_Eugene_Gaillard%2C_maker_unknown%2C_Paris%2C_1899-1900_-_Br%C3%B6han_Museum%2C_Berlin_-_DSC03914.JPG/109px-Family_dining_room_vitrine%2C_designed_by_Eugene_Gaillard%2C_maker_unknown%2C_Paris%2C_1899-1900_-_Br%C3%B6han_Museum%2C_Berlin_-_DSC03914.JPG
//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/J.-E._Ruhlmann_au_Mus%C3%A9e_des_Ann%C3%A9es_30_%28Boulogne-Billancourt%29_%282132077838%29.jpg/174px-J.-E._Ruhlmann_au_Mus%C3%A9e_des_Ann%C3%A9es_30_%28Boulogne-Billancourt%29_%282132077838%29.jpg,,174px-J.-E._Ruhlmann_au_Mus%C3%A9e_des_Ann%C3%A9es_30_%28Boulogne-Billancourt%29_%282132077838%29.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/J.-E._Ruhlmann_au_Mus%C3%A9e_des_Ann%C3%A9es_30_%28Boulogne-Billancourt%29_%282132077838%29.jpg/174px-J.-E._Ruhlmann_au_Mus%C3%A9e_des_Ann%C3%A9es_30_%28Boulogne-Billancourt%29_%282132077838%29.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Aquatic_food_web.jpg/220px-Aquatic_food_web.jpg,. Person. Bird,220px-Aquatic_food_web.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Aquatic_food_web.jpg/220px-Aquatic_food_web.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Foods_%28cropped%29.jpg/220px-Foods_%28cropped%29.jpg,. Broccoli. Banana. Broccoli. Dining Table. Apple. Apple. Broccoli,220px-Foods_%28cropped%29.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Foods_%28cropped%29.jpg/220px-Foods_%28cropped%29.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Meatfoodgroup.jpg/330px-Meatfoodgroup.jpg,. Sandwich,330px-Meatfoodgroup.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Meatfoodgroup.jpg/330px-Meatfoodgroup.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Channelcat.jpg/220px-Channelcat.jpg,,220px-Channelcat.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Channelcat.jpg/220px-Channelcat.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Foodlogo2.svg/21px-Foodlogo2.svg.png,icon,21px-Foodlogo2.svg.png,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Foodlogo2.svg/21px-Foodlogo2.svg.png
//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Veranotrigo.jpg/21px-Veranotrigo.jpg,icon,21px-Veranotrigo.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Veranotrigo.jpg/21px-Veranotrigo.jpg
//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png,,12px-Commons-logo.svg.png,http://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/12px-Commons-logo.svg.png
//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/16px-Wiktionary-logo-en-v2.svg.png,. Traffic Light,16px-Wiktionary-logo-en-v2.svg.png,http://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/16px-Wiktionary-logo-en-v2.svg.png
//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Foodlogo2.svg/16px-Foodlogo2.svg.png,icon,16px-Foodlogo2.svg.png,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Foodlogo2.svg/16px-Foodlogo2.svg.png
//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikibooks-logo.svg/16px-Wikibooks-logo.svg.png,,16px-Wikibooks-logo.svg.png,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Wikibooks-logo.svg/16px-Wikibooks-logo.svg.png
//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Foodlogo2.svg/16px-Foodlogo2.svg.png,icon,16px-Foodlogo2.svg.png,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Foodlogo2.svg/16px-Foodlogo2.svg.png
//upload.wikimedia.org/wikipedia/commons/thumb/7/79/Lambretta_125_D_1952_a.jpg/200px-Lambretta_125_D_1952_a.jpg,,200px-Lambretta_125_D_1952_a.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Lambretta_125_D_1952_a.jpg/200px-Lambretta_125_D_1952_a.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/d/da/2009-02-14_Kawasaki_Vulcan_900_Custom_and_Yamaha_FZ6.jpg/338px-2009-02-14_Kawasaki_Vulcan_900_Custom_and_Yamaha_FZ6.jpg,A cruiser (front) and a sportbike (background),338px-2009-02-14_Kawasaki_Vulcan_900_Custom_and_Yamaha_FZ6.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/d/da/2009-02-14_Kawasaki_Vulcan_900_Custom_and_Yamaha_FZ6.jpg/338px-2009-02-14_Kawasaki_Vulcan_900_Custom_and_Yamaha_FZ6.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/URAL650-SPORTSMAN.jpg/300px-URAL650-SPORTSMAN.jpg,A Ural motorcycle with a sidecar,300px-URAL650-SPORTSMAN.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/URAL650-SPORTSMAN.jpg/300px-URAL650-SPORTSMAN.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Gendarmerie_motor_officer_raising_arm_in_traffic.jpg/338px-Gendarmerie_motor_officer_raising_arm_in_traffic.jpg,French gendarme motorcyclist,338px-Gendarmerie_motor_officer_raising_arm_in_traffic.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Gendarmerie_motor_officer_raising_arm_in_traffic.jpg/338px-Gendarmerie_motor_officer_raising_arm_in_traffic.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Daimler-1-motorcycle-1.jpg/220px-Daimler-1-motorcycle-1.jpg,. Person. Train,220px-Daimler-1-motorcycle-1.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Daimler-1-motorcycle-1.jpg/220px-Daimler-1-motorcycle-1.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/8/86/Butler%27s_Patent_Velocycle.jpg/220px-Butler%27s_Patent_Velocycle.jpg,. Bicycle,220px-Butler%27s_Patent_Velocycle.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Butler%27s_Patent_Velocycle.jpg/220px-Butler%27s_Patent_Velocycle.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/1894_Hildebrand_%26_Wolfm%C3%BCller_diagram.png/220px-1894_Hildebrand_%26_Wolfm%C3%BCller_diagram.png,. Clock,220px-1894_Hildebrand_%26_Wolfm%C3%BCller_diagram.png,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/1894_Hildebrand_%26_Wolfm%C3%BCller_diagram.png/220px-1894_Hildebrand_%26_Wolfm%C3%BCller_diagram.png
//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/1902_Orient_motocycle.jpg/220px-1902_Orient_motocycle.jpg,,220px-1902_Orient_motocycle.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/1902_Orient_motocycle.jpg/220px-1902_Orient_motocycle.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Triumph_1922_H_1.jpg/220px-Triumph_1922_H_1.jpg,. Motorcycle,220px-Triumph_1922_H_1.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Triumph_1922_H_1.jpg/220px-Triumph_1922_H_1.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Male_Motorcycle_rider_posing_with_a_Rudge_racing_bike%2C_No._45.jpg/220px-Male_Motorcycle_rider_posing_with_a_Rudge_racing_bike%2C_No._45.jpg,,220px-Male_Motorcycle_rider_posing_with_a_Rudge_racing_bike%2C_No._45.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Male_Motorcycle_rider_posing_with_a_Rudge_racing_bike%2C_No._45.jpg/220px-Male_Motorcycle_rider_posing_with_a_Rudge_racing_bike%2C_No._45.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/ZweiRadMuseumNSU_NSU-SportMax_1955.JPG/220px-ZweiRadMuseumNSU_NSU-SportMax_1955.JPG,,220px-ZweiRadMuseumNSU_NSU-SportMax_1955.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/ZweiRadMuseumNSU_NSU-SportMax_1955.JPG/220px-ZweiRadMuseumNSU_NSU-SportMax_1955.JPG
//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Royal_Enfield_Bullet%2C_Rewalsar_2010.jpg/220px-Royal_Enfield_Bullet%2C_Rewalsar_2010.jpg,,220px-Royal_Enfield_Bullet%2C_Rewalsar_2010.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Royal_Enfield_Bullet%2C_Rewalsar_2010.jpg/220px-Royal_Enfield_Bullet%2C_Rewalsar_2010.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/SteamMachineOfVerbiestIn1678.jpg/220px-SteamMachineOfVerbiestIn1678.jpg,,220px-SteamMachineOfVerbiestIn1678.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/SteamMachineOfVerbiestIn1678.jpg/220px-SteamMachineOfVerbiestIn1678.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/5/56/FardierdeCugnot20050111.jpg/220px-FardierdeCugnot20050111.jpg,,220px-FardierdeCugnot20050111.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/FardierdeCugnot20050111.jpg/220px-FardierdeCugnot20050111.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Capture_d%E2%80%99%C3%A9cran_2016-10-14_%C3%A0_21.26.28.png/220px-Capture_d%E2%80%99%C3%A9cran_2016-10-14_%C3%A0_21.26.28.png,. Bicycle. Person. Bicycle. Person. Bird,220px-Capture_d%E2%80%99%C3%A9cran_2016-10-14_%C3%A0_21.26.28.png,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Capture_d%E2%80%99%C3%A9cran_2016-10-14_%C3%A0_21.26.28.png/220px-Capture_d%E2%80%99%C3%A9cran_2016-10-14_%C3%A0_21.26.28.png
//upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Carl-Benz_coloriert.jpg/170px-Carl-Benz_coloriert.jpg,. Person. Tie,170px-Carl-Benz_coloriert.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Carl-Benz_coloriert.jpg/170px-Carl-Benz_coloriert.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/7/71/1885Benz.jpg/220px-1885Benz.jpg,,220px-1885Benz.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/1885Benz.jpg/220px-1885Benz.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/3/36/Berthabenzportrait.jpg/170px-Berthabenzportrait.jpg,. Person,170px-Berthabenzportrait.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Berthabenzportrait.jpg/170px-Berthabenzportrait.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/%C3%89mile_Levassor.jpg/170px-%C3%89mile_Levassor.jpg,,170px-%C3%89mile_Levassor.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/%C3%89mile_Levassor.jpg/170px-%C3%89mile_Levassor.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Armand_Peugeot.jpg/170px-Armand_Peugeot.jpg,. Person. Tie,170px-Armand_Peugeot.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Armand_Peugeot.jpg/170px-Armand_Peugeot.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/9/91/Olds2.jpg/220px-Olds2.jpg,. Person,220px-Olds2.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Olds2.jpg/220px-Olds2.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Henry_ford_1919.jpg/170px-Henry_ford_1919.jpg,. Person. Tie,170px-Henry_ford_1919.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Henry_ford_1919.jpg/170px-Henry_ford_1919.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Late_model_Ford_Model_T.jpg/220px-Late_model_Ford_Model_T.jpg,. Truck,220px-Late_model_Ford_Model_T.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Late_model_Ford_Model_T.jpg/220px-Late_model_Ford_Model_T.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/a/af/Kiichiro_Toyoda.jpg/170px-Kiichiro_Toyoda.jpg,. Person. Tie,170px-Kiichiro_Toyoda.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Kiichiro_Toyoda.jpg/170px-Kiichiro_Toyoda.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/8/86/Ford_Motor_Company_assembly_line.jpg/220px-Ford_Motor_Company_assembly_line.jpg,. Person. Person. Clock. Truck,220px-Ford_Motor_Company_assembly_line.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Ford_Motor_Company_assembly_line.jpg/220px-Ford_Motor_Company_assembly_line.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/2011_Toyota_Corolla_--_NHTSA.jpg/220px-2011_Toyota_Corolla_--_NHTSA.jpg,. Car. Truck,220px-2011_Toyota_Corolla_--_NHTSA.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/2011_Toyota_Corolla_--_NHTSA.jpg/220px-2011_Toyota_Corolla_--_NHTSA.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/7/77/2011_Nissan_Leaf_SL_--_10-28-2011.jpg/220px-2011_Nissan_Leaf_SL_--_10-28-2011.jpg,. Car. Car. Car. Truck. Car. Car,220px-2011_Nissan_Leaf_SL_--_10-28-2011.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/77/2011_Nissan_Leaf_SL_--_10-28-2011.jpg/220px-2011_Nissan_Leaf_SL_--_10-28-2011.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Electric_car_diagram.svg/220px-Electric_car_diagram.svg.png,,220px-Electric_car_diagram.svg.png,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Electric_car_diagram.svg/220px-Electric_car_diagram.svg.png
//upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Telefon_BW_2012-02-18_13-44-32.JPG/220px-Telefon_BW_2012-02-18_13-44-32.JPG,. Oven,220px-Telefon_BW_2012-02-18_13-44-32.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Telefon_BW_2012-02-18_13-44-32.JPG/220px-Telefon_BW_2012-02-18_13-44-32.JPG
//upload.wikimedia.org/wikipedia/commons/thumb/8/81/AT%26T_push_button_telephone_western_electric_model_2500_dmg_black.jpg/220px-AT%26T_push_button_telephone_western_electric_model_2500_dmg_black.jpg,. Cell Phone,220px-AT%26T_push_button_telephone_western_electric_model_2500_dmg_black.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/8/81/AT%26T_push_button_telephone_western_electric_model_2500_dmg_black.jpg/220px-AT%26T_push_button_telephone_western_electric_model_2500_dmg_black.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Alexander_Graham_Bell%27s_Telephone_Patent_Drawing_and_Oath_-_NARA_-_302052_%28page_2%29.jpg/220px-Alexander_Graham_Bell%27s_Telephone_Patent_Drawing_and_Oath_-_NARA_-_302052_%28page_2%29.jpg,,220px-Alexander_Graham_Bell%27s_Telephone_Patent_Drawing_and_Oath_-_NARA_-_302052_%28page_2%29.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Alexander_Graham_Bell%27s_Telephone_Patent_Drawing_and_Oath_-_NARA_-_302052_%28page_2%29.jpg/220px-Alexander_Graham_Bell%27s_Telephone_Patent_Drawing_and_Oath_-_NARA_-_302052_%28page_2%29.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Telefono_di_Meucci_-_Museo_scienza_tecnologia_Milano_02148-02147_dia.jpg/220px-Telefono_di_Meucci_-_Museo_scienza_tecnologia_Milano_02148-02147_dia.jpg,. Bottle,220px-Telefono_di_Meucci_-_Museo_scienza_tecnologia_Milano_02148-02147_dia.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Telefono_di_Meucci_-_Museo_scienza_tecnologia_Milano_02148-02147_dia.jpg/220px-Telefono_di_Meucci_-_Museo_scienza_tecnologia_Milano_02148-02147_dia.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/1/16/Alexander_Graham_Telephone_in_Newyork.jpg/220px-Alexander_Graham_Telephone_in_Newyork.jpg,. Person. Person. Person. Person,220px-Alexander_Graham_Telephone_in_Newyork.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Alexander_Graham_Telephone_in_Newyork.jpg/220px-Alexander_Graham_Telephone_in_Newyork.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Johann_Philipp_Reis_telephone.jpg/220px-Johann_Philipp_Reis_telephone.jpg,. Truck. Bottle. Bottle. Boat,220px-Johann_Philipp_Reis_telephone.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Johann_Philipp_Reis_telephone.jpg/220px-Johann_Philipp_Reis_telephone.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Actor_portraying_Alexander_Graham_Bell_in_an_AT%26T_promotional_film_%281926%29.jpg/220px-Actor_portraying_Alexander_Graham_Bell_in_an_AT%26T_promotional_film_%281926%29.jpg,. Person,220px-Actor_portraying_Alexander_Graham_Bell_in_an_AT%26T_promotional_film_%281926%29.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Actor_portraying_Alexander_Graham_Bell_in_an_AT%26T_promotional_film_%281926%29.jpg/220px-Actor_portraying_Alexander_Graham_Bell_in_an_AT%26T_promotional_film_%281926%29.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/1/11/Consolidated_Telephone_Co._ad_1886.jpg/220px-Consolidated_Telephone_Co._ad_1886.jpg,. Clock. Clock,220px-Consolidated_Telephone_Co._ad_1886.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Consolidated_Telephone_Co._ad_1886.jpg/220px-Consolidated_Telephone_Co._ad_1886.jpg
//upload.wikimedia.org/wikipedia/commons/thumb/1/15/1896_telephone.jpg/170px-1896_telephone.jpg,,170px-1896_telephone.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/1896_telephone.jpg/170px-1896_telephone.jpg
